content,content_clean
Aplikasi nya eror,Aplikasi nya eror
Lumayan,Lumayan
Good,Good
Tidak mendukung paket belajar,Tidak mendukung paket belajar
Bagus,Bagus
"Ini kok minta di perbarui,, tapi di buka di play store gak ada pembaruan????",Ini kok minta di perbarui tapi di buka di play store gak ada pembaruan
Keren jdi sarana belajar. Sangat Bagus,Keren jdi sarana belajar Sangat Bagus
Bagus,Bagus
"Ingin kirim screenshot an nya tapi gpp deh. Min, kenapa ya gabisa dibuka padahal udah di update bbeberapa kali. Udah di uninstal pasang lagi, gitu aja terus. Masih gabisa masuk duh.",Ingin kirim screenshot an nya tapi gpp deh Min kenapa ya gabisa dibuka padahal udah di update bbeberapa kali Udah di uninstal pasang lagi gitu aja terus Masih gabisa masuk duh
Di update beberapa kali tetapi pas dibuka kembali apk nya malah di suruh update lagi,Di update beberapa kali tetapi pas dibuka kembali apk nya malah di suruh update lagi
Kenapa apk nya tidak bisa di perbarui???,Kenapa apk nya tidak bisa di perbarui
Updateeee Tapi Tak bisa di Update,Updateeee Tapi Tak bisa di Update
Aplikasi ribet,Aplikasi ribet
Sudah update kok masih ada notif perbarui??,Sudah update kok masih ada notif perbarui
Ucrh,Ucrh
Bagus,Bagus
Nice,Nice
Tidak bisa masuk ke aplikasi,Tidak bisa masuk ke aplikasi
Sangat bagus,Sangat bagus
Alhamdulillah.. Aplikasi ini cukup membantu dan cocok digunakan dalam pembelajaran online,Alhamdulillah Aplikasi ini cukup membantu dan cocok digunakan dalam pembelajaran online
Kadang2 lemot sihh,Kadang lemot sihh
"Aduh gw sudah update tapi masih di suruh update lagi,dan ngk bisa masuk, gimana ni?:(",Aduh gw sudah update tapi masih di suruh update lagidan ngk bisa masuk gimana ni
Cukup bagus,Cukup bagus
Baii,Baii
setangg..knpa eror lagi..,setanggknpa eror lagi
"Maaf ini edlink nya kenapa ya, minta di perbarui. Sekali di perbarui tapi gak bisa juga. Tetap juga keluar.",Maaf ini edlink nya kenapa ya minta di perbarui Sekali di perbarui tapi gak bisa juga Tetap juga keluar
Bgus,Bgus
iii,iii
"Setelah diperbaharui, sangat loading saat ingin meng upload tugas",Setelah diperbaharui sangat loading saat ingin meng upload tugas
ok,ok
Udah diperbarui kok masih belum bisa masuk ya? Sering lemot juga setiap kali dibuka.,Udah diperbarui kok masih belum bisa masuk ya Sering lemot juga setiap kali dibuka
lumayan walaupun lelet,lumayan walaupun lelet
Lumayan,Lumayan
MasyaAllah,MasyaAllah
Sering loading ga bisa masuk,Sering loading ga bisa masuk
Apk ini bagus,Apk ini bagus
good,good
Bagus,Bagus
Sangat membantu,Sangat membantu
"Di suruh update, sudah saya update tetep kembali diminta update, padahal tugas sudah menunggu dri dosen, tolong di perbaiki lagi 🙏",Di suruh update sudah saya update tetep kembali diminta update padahal tugas sudah menunggu dri dosen tolong di perbaiki lagi
"Min kenpa yah, aplikasinya sering eror ? Dan selain itu biasanya kalau aplikasinya eror kita bisa login melalui web, tapi skrg tidak bisa..?",Min kenpa yah aplikasinya sering eror  Dan selain itu biasanya kalau aplikasinya eror kita bisa login melalui web tapi skrg tidak bisa
"Loading ya lama bgt, padahal sinyal full tp muncul trs terdapat gangguan jaringan. Mohon perbaikan ya 🙏",Loading ya lama bgt padahal sinyal full tp muncul trs terdapat gangguan jaringan Mohon perbaikan ya
"Pake data ataupun wifi ga ada pengaruh sedikitpun, tetap saja lelet dan selalu ada pemberitahuan sambungan anda putus, padahal mke Yt dan apk lainnya lanjar jayaaaaa, mohon klarifikasinyaaaaa🤗",Pake data ataupun wifi ga ada pengaruh sedikitpun tetap saja lelet dan selalu ada pemberitahuan sambungan anda putus padahal mke Yt dan apk lainnya lanjar jayaaaaa mohon klarifikasinyaaaaa🤗
😎😎😎 keren,keren
Gud,Gud
Gud,Gud
Gudd,Gudd
Mantap,Mantap
Keseringan eror,Keseringan eror
Mantap,Mantap
"Kadang error, saya kadang telat masuk jam kuliah soalnya edlink ny suka kluar sendiri..",Kadang error saya kadang telat masuk jam kuliah soalnya edlink ny suka kluar sendiri
Sangat puas,Sangat puas
Ditingkatkn lgi ya developer,Ditingkatkn lgi ya developer
Bagus,Bagus
Sangat bagus,Sangat bagus
Mantul,Mantul
Suka lama kalau ngirim tugas selebihnya sih bagus,Suka lama kalau ngirim tugas selebihnya sih bagus
"Tolong untuk koneksinya diperbaiki diaplikasi android ataupun di web/di pc sering down, tolong diperbaiki",Tolong untuk koneksinya diperbaiki diaplikasi android ataupun di webdi pc sering down tolong diperbaiki
Nanti di tambah bintang nya kalo udah lancar make apk nyaa 🙂🙂,Nanti di tambah bintang nya kalo udah lancar make apk nyaa
Keren bnget.,Keren bnget
Aplikasinya selalu Eror ketika lama kita buka aplikasinya,Aplikasinya selalu Eror ketika lama kita buka aplikasinya
gud,gud
"Mantap, aplikatif, efektif dan efisien",Mantap aplikatif efektif dan efisien
Wow sangat bgus,Wow sangat bgus
"Sinyal bagus tapi tetap tidak masuk, *pastikan jaringan wifi tersedia* padahal sinyal mangpret bro",Sinyal bagus tapi tetap tidak masuk pastikan jaringan wifi tersedia padahal sinyal mangpret bro
Uploadnya tugasnya lama sampe abis waktunya😠,Uploadnya tugasnya lama sampe abis waktunya
"Saya sering mengirim tgs le dosen, terus di apk tertulis dikirm, tapi pas liat daftar orang yg mengumpulkan tgs nama saya gak ada, padahal saya udah ngirim tgs lohh dan akhrinya saya gak dapat nilai",Saya sering mengirim tgs le dosen terus di apk tertulis dikirm tapi pas liat daftar orang yg mengumpulkan tgs nama saya gak ada padahal saya udah ngirim tgs lohh dan akhrinya saya gak dapat nilai
👍👍👍,
Sangat bagus,Sangat bagus
Bagaimana cara memperbaharui kemabli akun edlinya,Bagaimana cara memperbaharui kemabli akun edlinya
Aplikasi bagus,Aplikasi bagus
"Setelah di update, saya share link google form, malah tidak bisa di klik sama mahasiswa. Semester depan, saya tidak mau pakai Edlink lagi.",Setelah di update saya share link google form malah tidak bisa di klik sama mahasiswa Semester depan saya tidak mau pakai Edlink lagi
Good,Good
Kok aplikasi edlink ny gk bisa kebuka... Ada tampilan pembaruan dan keluar.. Di klik pembaruan kagk muncul apa2,Kok aplikasi edlink ny gk bisa kebuka Ada tampilan pembaruan dan keluar Di klik pembaruan kagk muncul apa
Kok mau pasangnya lama bngt..hmpir satu jam,Kok mau pasangnya lama bngthmpir satu jam
Baik,Baik
Lama uplod doang.,Lama uplod doang
Sampah,Sampah
Lag terus kirim jawaban. Upload jawaban lama banget ada batas waktu juga,Lag terus kirim jawaban Upload jawaban lama banget ada batas waktu juga
👍👍,
Aplikasi down terus mau ngirim tugas jd susah padahal waktu mepet,Aplikasi down terus mau ngirim tugas jd susah padahal waktu mepet
Ok,Ok
Bagus,Bagus
Sering eror nilai aku 0 Gara gara eror,Sering eror nilai aku  Gara gara eror
Kenpa gk bisa di perbarui gue mau belajar,Kenpa gk bisa di perbarui gue mau belajar
Luar biasa,Luar biasa
Okey kak makasih kak untuk infonya kak skrang notifnya suda ada kak♥️☺️,Okey kak makasih kak untuk infonya kak skrang notifnya suda ada kak♥️☺️
bagus sekali,bagus sekali
"Lola parah, gabisa login, udh login gabisa masuk kelas,, tolong di perbaiki. Mau UAS nih. Jangan sampe lagi uas kayak gini",Lola parah gabisa login udh login gabisa masuk kelas tolong di perbaiki Mau UAS nih Jangan sampe lagi uas kayak gini
Sangat membantu sekali,Sangat membantu sekali
Dengan aplikasi ini sangat membantu sya dalam artian tidak perlu kekampus dirumah saja bisa kuliah.,Dengan aplikasi ini sangat membantu sya dalam artian tidak perlu kekampus dirumah saja bisa kuliah
Bagus,Bagus
Snagat Membantu sekali,Snagat Membantu sekali
Baik,Baik
luas biasa,luas biasa
Alhamdulillah Terimksh edlink di saat pandemi covid-19 sperti skrg memudahkan dlm melakukan aktivitas belajar magister secra online,Alhamdulillah Terimksh edlink di saat pandemi covid sperti skrg memudahkan dlm melakukan aktivitas belajar magister secra online
Bagus untuk buka tugas,Bagus untuk buka tugas
"Sejauh ini aman aman saja . Mempermudah mengumpulkan tugas tanpa harus ngejar"" dosen 😎🤙",Sejauh ini aman aman saja  Mempermudah mengumpulkan tugas tanpa harus ngejar dosen 🤙
Keren,Keren
kebanyakan tugas....,kebanyakan tugas
Sangat senang sekali,Sangat senang sekali
Lola aduhh,Lola aduhh
Mohon maaf izin bertanya Cara mengubah bahasa sebelah mana min?,Mohon maaf izin bertanya Cara mengubah bahasa sebelah mana min
Sering bngt eror kadang nilai ulangan suka gk sesuai sedih bngt :(,Sering bngt eror kadang nilai ulangan suka gk sesuai sedih bngt
Sangat baik,Sangat baik
Mantap,Mantap
tolong perbaiki donk sering eror tidak seperti versi yang lama,tolong perbaiki donk sering eror tidak seperti versi yang lama
"Untuk quiz lemot sekali. Pdhl saya sudah pilih jwbn yg benar, ttp error jadi 0 .",Untuk quiz lemot sekali Pdhl saya sudah pilih jwbn yg benar ttp error jadi
😁,
"Teruntuk edlink yang terhormat, tolong jangan banyak update lah, di masalah jaringan nya tolong jangan harus selalu jaringan bagus, ga semua orang mempunyai wifi ga semua orang mempunyai hp yang bagus, dan ga semua daerah itu jaringan nya bagus jadi tolong banget nilai gua selama semester ini tuh buruk karna ya jarang ngerjain quis karna edlink nya aja sering error",Teruntuk edlink yang terhormat tolong jangan banyak update lah di masalah jaringan nya tolong jangan harus selalu jaringan bagus ga semua orang mempunyai wifi ga semua orang mempunyai hp yang bagus dan ga semua daerah itu jaringan nya bagus jadi tolong banget nilai gua selama semester ini tuh buruk karna ya jarang ngerjain quis karna edlink nya aja sering error
Edlink sangat bermanfaat dan membantu sekali,Edlink sangat bermanfaat dan membantu sekali
Good,Good
Ketika ada update terbaru user tidak bisa masuk ke aplikasi dan baru bisa masuk ketika sudah terupdate. Tolong dong meskipun harus di update perbolehkan usernya masuk ke aplikasi dulu. Kalo urgent kita mahasiswa yg pake bisa ketinggalan sesi dan malah bikin rugi.,Ketika ada update terbaru user tidak bisa masuk ke aplikasi dan baru bisa masuk ketika sudah terupdate Tolong dong meskipun harus di update perbolehkan usernya masuk ke aplikasi dulu Kalo urgent kita mahasiswa yg pake bisa ketinggalan sesi dan malah bikin rugi
"Kenapa aplikasinya jadi sering down sih, kalau mau ngirim tugas suka loadnya lama, nah pas cobain Ke instagram sinyalnya bagus kok, speednya juga bagus, pas ngirim tugas di edlink malah down banget, pliss kenapa sih :(",Kenapa aplikasinya jadi sering down sih kalau mau ngirim tugas suka loadnya lama nah pas cobain Ke instagram sinyalnya bagus kok speednya juga bagus pas ngirim tugas di edlink malah down banget pliss kenapa sih
"berkat aplikasi ini, banyak nilai saya yang hancur. terima kasih edlink . dosen jadi malas memeriksa dan tugas hanya jadi pajangan berkat aplikasi bego ini. terlalu mudah kena spam, sehingga dalam memeriksa tugas, dosen banyak yang lalai. Saran, jika tugas yang mahasiswa upload tidak di nilai dosen, ada baiknya jika notifikasi ada sebagai pengingat dosen agar memeriksa tugas tersebut. notifikasi berulang jika masih tidak di nilai si dosen :) aplikasinya sudah bagus, cuma masih banyak kelemahan",berkat aplikasi ini banyak nilai saya yang hancur terima kasih edlink  dosen jadi malas memeriksa dan tugas hanya jadi pajangan berkat aplikasi bego ini terlalu mudah kena spam sehingga dalam memeriksa tugas dosen banyak yang lalai Saran jika tugas yang mahasiswa upload tidak di nilai dosen ada baiknya jika notifikasi ada sebagai pengingat dosen agar memeriksa tugas tersebut notifikasi berulang jika masih tidak di nilai si dosen  aplikasinya sudah bagus cuma masih banyak kelemahan
"Ketika mau buka edlink lama banget terkadang jg gak mau dibuka, padahal jaringan penuh.",Ketika mau buka edlink lama banget terkadang jg gak mau dibuka padahal jaringan penuh
"Jelek banget apknya, suka eror. ih gw benci dosen gw yang mewajibkan pake apk ini.Padahal kredibilitasnya juga kasih dipertanyakan. Bintangnya aja 3.1, entah pencipta apk ini siapanya dosen gw 😒",Jelek banget apknya suka eror ih gw benci dosen gw yang mewajibkan pake apk iniPadahal kredibilitasnya juga kasih dipertanyakan Bintangnya aja  entah pencipta apk ini siapanya dosen gw
Bagus,Bagus
"Tolong tambahkan halaman khusus untuk tugas-tugas dihalaman utama, soalnya kadang gak sadar kalau ada tugas yang lain.",Tolong tambahkan halaman khusus untuk tugastugas dihalaman utama soalnya kadang gak sadar kalau ada tugas yang lain
Apk nya bagus,Apk nya bagus
"GAUSAH DI DOWNLOAD , BUKANNYA MEMPERMUDAH MALAH MEMPERSULIT . SOAL DI KUIS TIDAK BISA KEGANTI , LOADING LAMA .",GAUSAH DI DOWNLOAD  BUKANNYA MEMPERMUDAH MALAH MEMPERSULIT  SOAL DI KUIS TIDAK BISA KEGANTI  LOADING LAMA
Muda2han kedepannya app ini makin baik dan nyaman di gunakan,Mudahan kedepannya app ini makin baik dan nyaman di gunakan
"Edlink eror melulu, padahal jaringan udah 5G",Edlink eror melulu padahal jaringan udah G
"Aplikasi sering error, kadang buka materi gamau, saat mengerjakan quiz loading kw soal selanjutnya lama, hasil nilai quiz tidak sesuai dengan soal yg benar terjawab. tolong diperbaikin aplikasinya, karena kasian para mahasiswa yang di tuntut untuk mengerjakan quiz dengan aplikasi edlink ini menjadi rugi diakibatkan karena buruknya aplikasi ini, terimakasih.",Aplikasi sering error kadang buka materi gamau saat mengerjakan quiz loading kw soal selanjutnya lama hasil nilai quiz tidak sesuai dengan soal yg benar terjawab tolong diperbaikin aplikasinya karena kasian para mahasiswa yang di tuntut untuk mengerjakan quiz dengan aplikasi edlink ini menjadi rugi diakibatkan karena buruknya aplikasi ini terimakasih
"Jelek aplikasinya GK pantas jadi media pembelajaran , memudahkan dosen menyulitkan mahasiswa, kalau kuis suka eror edlinknya",Jelek aplikasinya GK pantas jadi media pembelajaran  memudahkan dosen menyulitkan mahasiswa kalau kuis suka eror edlinknya
"Kalau ada quiz lelet banget. Jawaban tidak terkonfirmasi, habis waktu buat nungguin loading, di akhir gabisa ngirim jawaban. Padahal udh jawab benar semua malah dapat 0 luar biasa wkwkwkwk.",Kalau ada quiz lelet banget Jawaban tidak terkonfirmasi habis waktu buat nungguin loading di akhir gabisa ngirim jawaban Padahal udh jawab benar semua malah dapat  luar biasa wkwkwkwk
"Edlink banyak erornya membuat saya tidak dapat menjawab qius dengan benar dan saya mendapatkan nilai 0, saya protes ke dosen tidak diterima, sudah 5 saya mendapatkan 0 dalam qius tersebut karena kesalahan edlink ini, apakah edlink bisa memperbaiki nilai saya yang 0 tersebut karena sering server down ini, tidak bisa, buat aplikasi yang benar lah, perbesar kapasitasnya, anda bisa menjawab minta maaf tapi saya mengulang 1 semester untuk 1 mata kulia tersebut.",Edlink banyak erornya membuat saya tidak dapat menjawab qius dengan benar dan saya mendapatkan nilai  saya protes ke dosen tidak diterima sudah  saya mendapatkan  dalam qius tersebut karena kesalahan edlink ini apakah edlink bisa memperbaiki nilai saya yang  tersebut karena sering server down ini tidak bisa buat aplikasi yang benar lah perbesar kapasitasnya anda bisa menjawab minta maaf tapi saya mengulang  semester untuk  mata kulia tersebut
"Kak, saran yang kemarin kakak bilang itukan hanya berlaku buat dosen. Saya mahasiswa kak. Kami juga sekarang mulai kirim tugas lewat email karena edlink gitu. Penyimpanan nya benar-benar GK bisa dihapus kak. Bukan hanya saya. Teman satu kampus semua gitu. Sampai beberapa dosen mengambil kebijakan untuk memindahkan mata kuliah ke aplikasi lain. Mungkin kalau kakak bisa jelaskan proses penghapusan media untuk mahasiswa, saya bisa infokan ke teman-teman saya",Kak saran yang kemarin kakak bilang itukan hanya berlaku buat dosen Saya mahasiswa kak Kami juga sekarang mulai kirim tugas lewat email karena edlink gitu Penyimpanan nya benarbenar GK bisa dihapus kak Bukan hanya saya Teman satu kampus semua gitu Sampai beberapa dosen mengambil kebijakan untuk memindahkan mata kuliah ke aplikasi lain Mungkin kalau kakak bisa jelaskan proses penghapusan media untuk mahasiswa saya bisa infokan ke temanteman saya
Edlink kenapa susah banget buat login nya saya sudah satu minggu alfa karena tidak bisa masuk edlink padahal jaringan bagus😓,Edlink kenapa susah banget buat login nya saya sudah satu minggu alfa karena tidak bisa masuk edlink padahal jaringan bagus
Rekomendasi,Rekomendasi
Aplikasi'a kurang efektif Krena sering eror,Aplikasia kurang efektif Krena sering eror
Tolong tambahkan progress pengiriman upload file ke cloud/ penyimanan pribadi dan tambahkan pemilihan lebih dari satu saat upload ke penyimpanan cloud. Serta pecepat respon server dan perhalus user interaface nya agar lebih nyaman saat menggunakan EdLink. Sisanya udah bagus.,Tolong tambahkan progress pengiriman upload file ke cloud penyimanan pribadi dan tambahkan pemilihan lebih dari satu saat upload ke penyimpanan cloud Serta pecepat respon server dan perhalus user interaface nya agar lebih nyaman saat menggunakan EdLink Sisanya udah bagus
kenapa edlink ga bisa di buka sudah berkali kali di instal taoi ga bisa masuk masuk buka edlink ny,kenapa edlink ga bisa di buka sudah berkali kali di instal taoi ga bisa masuk masuk buka edlink ny
Hebat,Hebat
Ok,Ok
"Terimakasih edlink... berkat aplikasi ini saya terbantu dalam ujian dan saya berhasil mendapatkan nilai yg sangattttt wow, kebanyakan mutar2 aja",Terimakasih edlink berkat aplikasi ini saya terbantu dalam ujian dan saya berhasil mendapatkan nilai yg sangattttt wow kebanyakan mutar aja
