content,content_clean,content_preprocessing
"Min , tutorial hapus akun edlink bagaimana ya ? Soalnya saya sudah ada akun tetap & ingin mentautkan akun ini . Tolong di jawab min trims",min  tutorial hapus akun edlink bagaimana ya  soalnya saya sudah ada akun tetap  ingin mentautkan akun ini  tolong di jawab min trims,"['min', 'tutorial', 'hapus', 'akun', 'edlink', 'bagaimana', 'ya', 'soalnya', 'saya', 'sudah', 'ada', 'akun', 'tetap', 'ingin', 'mentautkan', 'akun', 'ini', 'tolong', 'di', 'jawab', 'min', 'trims']"
"Gak bisa absen qr sementara teman"" yang lainnya bisa.",gak bisa absen qr sementara teman yang lainnya bisa,"['gak', 'bisa', 'absen', 'qr', 'sementara', 'teman', 'yang', 'lainnya', 'bisa']"
Lumyan,lumyan,['lumyan']
"Apa edlink menggunakan firebase? Jika tidak, database apa yang digunakan edlink? Bintang 5 setelah ada jawaban pasti.",apa edlink menggunakan firebase jika tidak database apa yang digunakan edlink bintang  setelah ada jawaban pasti,"['apa', 'edlink', 'menggunakan', 'firebase', 'jika', 'tidak', 'database', 'apa', 'yang', 'digunakan', 'edlink', 'bintang', 'setelah', 'ada', 'jawaban', 'pasti']"
Good,good,['good']
"Ini aplikasi nya gk sinkron sama yang di web,tolong dibenerin lagi",ini aplikasi nya gk sinkron sama yang di webtolong dibenerin lagi,"['ini', 'aplikasi', 'nya', 'gk', 'sinkron', 'sama', 'yang', 'di', 'webtolong', 'dibenerin', 'lagi']"
"Kenapa sekarang susah untuk masuk ke edlink Saya sudah beberapa kali mencoba tetap tidak bisa masuk , sudah kasih masuk no. Hp tetap tidak bisa masuk",kenapa sekarang susah untuk masuk ke edlink saya sudah beberapa kali mencoba tetap tidak bisa masuk  sudah kasih masuk no hp tetap tidak bisa masuk,"['kenapa', 'sekarang', 'susah', 'untuk', 'masuk', 'ke', 'edlink', 'saya', 'sudah', 'beberapa', 'kali', 'mencoba', 'tetap', 'tidak', 'bisa', 'masuk', 'sudah', 'kasih', 'masuk', 'no', 'hp', 'tetap', 'tidak', 'bisa', 'masuk']"
"Maaf aplikasi EdLink menurut saya tidak recomended untuk proses pembelajaran, karena suka error dan finally, dosen kembali menggunakan G.Classroom juga",maaf aplikasi edlink menurut saya tidak recomended untuk proses pembelajaran karena suka error dan finally dosen kembali menggunakan gclassroom juga,"['maaf', 'aplikasi', 'edlink', 'menurut', 'saya', 'tidak', 'recomended', 'untuk', 'proses', 'pembelajaran', 'karena', 'suka', 'error', 'dan', 'finally', 'dosen', 'kembali', 'menggunakan', 'gclassroom', 'juga']"
Bug,bug,['bug']
Kenapa kak edlink nya tidak bisa di buka sebenarnya saya sudah mendownloadnya tapi tidak tetap tidak bisa dibuka jadi harus bagaimana lagi gak kak cara membuka edlink ini.,kenapa kak edlink nya tidak bisa di buka sebenarnya saya sudah mendownloadnya tapi tidak tetap tidak bisa dibuka jadi harus bagaimana lagi gak kak cara membuka edlink ini,"['kenapa', 'kak', 'edlink', 'nya', 'tidak', 'bisa', 'di', 'buka', 'sebenarnya', 'saya', 'sudah', 'mendownloadnya', 'tapi', 'tidak', 'tetap', 'tidak', 'bisa', 'dibuka', 'jadi', 'harus', 'bagaimana', 'lagi', 'gak', 'kak', 'cara', 'membuka', 'edlink', 'ini']"
Membantu dan memudahkan proses pembelajaran,membantu dan memudahkan proses pembelajaran,"['membantu', 'dan', 'memudahkan', 'proses', 'pembelajaran']"
Baru liat ulasan org orang aja dah males buat download 😭 Diperbaiki lagi sistemnya biar enak dipake☺️🙏,baru liat ulasan org orang aja dah males buat download  diperbaiki lagi sistemnya biar enak dipake☺️,"['baru', 'liat', 'ulasan', 'org', 'orang', 'aja', 'dah', 'males', 'buat', 'download', 'diperbaiki', 'lagi', 'sistemnya', 'biar', 'enak', 'dipake☺️']"
Bagus,bagus,['bagus']
GOOOOOOOOOOOOOOOOOOD,gooooooooooooooooood,['gooooooooooooooooood']
"Kenapa ya saya gabisa buka edlink, minta di update eh pas udh di update malah balik lg kya awal gabisa dibuka",kenapa ya saya gabisa buka edlink minta di update eh pas udh di update malah balik lg kya awal gabisa dibuka,"['kenapa', 'ya', 'saya', 'gabisa', 'buka', 'edlink', 'minta', 'di', 'update', 'eh', 'pas', 'udh', 'di', 'update', 'malah', 'balik', 'lg', 'kya', 'awal', 'gabisa', 'dibuka']"
Aplikasinya sangat membantu,aplikasinya sangat membantu,"['aplikasinya', 'sangat', 'membantu']"
Terbaik,terbaik,['terbaik']
"Halo, selamat siang,aku mau nanya kenapa ya edlink nya nggak bisa diperbarui ulang🙏☺️",halo selamat siangaku mau nanya kenapa ya edlink nya nggak bisa diperbarui ulang☺️,"['halo', 'selamat', 'siangaku', 'mau', 'nanya', 'kenapa', 'ya', 'edlink', 'nya', 'nggak', 'bisa', 'diperbarui', 'ulang☺️']"
"Ngilangin getar nya gmna jir, jantung ga tenang kalo ada notifikasi jadinya, kalo notif notif aja maksudnya bisa ga min",ngilangin getar nya gmna jir jantung ga tenang kalo ada notifikasi jadinya kalo notif notif aja maksudnya bisa ga min,"['ngilangin', 'getar', 'nya', 'gmna', 'jir', 'jantung', 'ga', 'tenang', 'kalo', 'ada', 'notifikasi', 'jadinya', 'kalo', 'notif', 'notif', 'aja', 'maksudnya', 'bisa', 'ga', 'min']"
"kak kenapa yah foto profilnya gak bisa di ubah, gak ada tulisan Save nya gitu. makasih",kak kenapa yah foto profilnya gak bisa di ubah gak ada tulisan save nya gitu makasih,"['kak', 'kenapa', 'yah', 'foto', 'profilnya', 'gak', 'bisa', 'di', 'ubah', 'gak', 'ada', 'tulisan', 'save', 'nya', 'gitu', 'makasih']"
Knp nda bisa terupdate 😩,knp nda bisa terupdate,"['knp', 'nda', 'bisa', 'terupdate']"
👍,,[]
Kurang mendukung butuh Perbaiki lgai Makasihhhh,kurang mendukung butuh perbaiki lgai makasihhhh,"['kurang', 'mendukung', 'butuh', 'perbaiki', 'lgai', 'makasihhhh']"
Kenapa Apk ga bisa di download kk,kenapa apk ga bisa di download kk,"['kenapa', 'apk', 'ga', 'bisa', 'di', 'download', 'kk']"
"Kenapa ya tidak ada tugasnya padahal guru sudah kirim tugas? Notif tugas dri kelas nya ada tapi pas dibuka tidak bisa, blank halaman kosong saja. Sudah uninstall trus login lagi tetap gaada, gimana ya?",kenapa ya tidak ada tugasnya padahal guru sudah kirim tugas notif tugas dri kelas nya ada tapi pas dibuka tidak bisa blank halaman kosong saja sudah uninstall trus login lagi tetap gaada gimana ya,"['kenapa', 'ya', 'tidak', 'ada', 'tugasnya', 'padahal', 'guru', 'sudah', 'kirim', 'tugas', 'notif', 'tugas', 'dri', 'kelas', 'nya', 'ada', 'tapi', 'pas', 'dibuka', 'tidak', 'bisa', 'blank', 'halaman', 'kosong', 'saja', 'sudah', 'uninstall', 'trus', 'login', 'lagi', 'tetap', 'gaada', 'gimana', 'ya']"
Minta d perbarui mulu,minta d perbarui mulu,"['minta', 'd', 'perbarui', 'mulu']"
Mayan nih apk,mayan nih apk,"['mayan', 'nih', 'apk']"
"Terlalu sering eror, gangguan, sama terlalu sering harus di apdet",terlalu sering eror gangguan sama terlalu sering harus di apdet,"['terlalu', 'sering', 'eror', 'gangguan', 'sama', 'terlalu', 'sering', 'harus', 'di', 'apdet']"
Aplikasinya mudah dipakai dan dipahami tidak ribet,aplikasinya mudah dipakai dan dipahami tidak ribet,"['aplikasinya', 'mudah', 'dipakai', 'dan', 'dipahami', 'tidak', 'ribet']"
Oke,oke,['oke']
"Aplikasi ini cocok baget untuk kuliah online terus aplikasinya juga garibet makenya, intinya bagus :)",aplikasi ini cocok baget untuk kuliah online terus aplikasinya juga garibet makenya intinya bagus,"['aplikasi', 'ini', 'cocok', 'baget', 'untuk', 'kuliah', 'online', 'terus', 'aplikasinya', 'juga', 'garibet', 'makenya', 'intinya', 'bagus']"
Mantap,mantap,['mantap']
"💪💪💪💪 Bang minta solusinya, ko saya mau update tapi tdak jadi",bang minta solusinya ko saya mau update tapi tdak jadi,"['bang', 'minta', 'solusinya', 'ko', 'saya', 'mau', 'update', 'tapi', 'tdak', 'jadi']"
Perfect,perfect,['perfect']
Bagus,bagus,['bagus']
Good,good,['good']
Mau update tapi kok gagal terus?,mau update tapi kok gagal terus,"['mau', 'update', 'tapi', 'kok', 'gagal', 'terus']"
Oke.mantapp,okemantapp,['okemantapp']
Sangat cocok,sangat cocok,"['sangat', 'cocok']"
baik,baik,['baik']
Luar biasa,luar biasa,"['luar', 'biasa']"
Ini gimana edlinknya kok bisa instal ya Padahal semua aplikasi ku udah kehapus semua,ini gimana edlinknya kok bisa instal ya padahal semua aplikasi ku udah kehapus semua,"['ini', 'gimana', 'edlinknya', 'kok', 'bisa', 'instal', 'ya', 'padahal', 'semua', 'aplikasi', 'ku', 'udah', 'kehapus', 'semua']"
Ntap,ntap,['ntap']
Membantu pembelajaran saat pandemi,membantu pembelajaran saat pandemi,"['membantu', 'pembelajaran', 'saat', 'pandemi']"
"Kak sya mau bertanya, bagaimana si cara nya menghapus file"" yg sdah dikumpulkan, krna penyimpanan edlink sya sudah full, sehingga tidak bisa mengumpulkan tugas lagi kak. Mohon solusinya kak. Mohon responya kk",kak sya mau bertanya bagaimana si cara nya menghapus file yg sdah dikumpulkan krna penyimpanan edlink sya sudah full sehingga tidak bisa mengumpulkan tugas lagi kak mohon solusinya kak mohon responya kk,"['kak', 'sya', 'mau', 'bertanya', 'bagaimana', 'si', 'cara', 'nya', 'menghapus', 'file', 'yg', 'sdah', 'dikumpulkan', 'krna', 'penyimpanan', 'edlink', 'sya', 'sudah', 'full', 'sehingga', 'tidak', 'bisa', 'mengumpulkan', 'tugas', 'lagi', 'kak', 'mohon', 'solusinya', 'kak', 'mohon', 'responya', 'kk']"
Edlink oke,edlink oke,"['edlink', 'oke']"
Ok,ok,['ok']
Sukses,sukses,['sukses']
"Jelek, masa bolak balik harus di update.",jelek masa bolak balik harus di update,"['jelek', 'masa', 'bolak', 'balik', 'harus', 'di', 'update']"
"Mau tanya admin, knpa lama skli ini terupdate dari kemaring sampai sekarang blum bisa masuk padahal jaringan disini sudah sgt baik.... Mohon penjelasan / Bantuan Admin dari sy berhubung saya gunakan Aplikasi ini dlm belajar online 🙏🙏🙏",mau tanya admin knpa lama skli ini terupdate dari kemaring sampai sekarang blum bisa masuk padahal jaringan disini sudah sgt baik mohon penjelasan  bantuan admin dari sy berhubung saya gunakan aplikasi ini dlm belajar online,"['mau', 'tanya', 'admin', 'knpa', 'lama', 'skli', 'ini', 'terupdate', 'dari', 'kemaring', 'sampai', 'sekarang', 'blum', 'bisa', 'masuk', 'padahal', 'jaringan', 'disini', 'sudah', 'sgt', 'baik', 'mohon', 'penjelasan', 'bantuan', 'admin', 'dari', 'sy', 'berhubung', 'saya', 'gunakan', 'aplikasi', 'ini', 'dlm', 'belajar', 'online']"
Ok,ok,['ok']
"Sebelumnya maaf, Kenapa edling udha di ubdate tapi tidak ada notifikasi, malahan edlinya lebih memburuk dari sebelumnya.. 🙏🙏🙏🙏",sebelumnya maaf kenapa edling udha di ubdate tapi tidak ada notifikasi malahan edlinya lebih memburuk dari sebelumnya,"['sebelumnya', 'maaf', 'kenapa', 'edling', 'udha', 'di', 'ubdate', 'tapi', 'tidak', 'ada', 'notifikasi', 'malahan', 'edlinya', 'lebih', 'memburuk', 'dari', 'sebelumnya']"
Sangat bagus,sangat bagus,"['sangat', 'bagus']"
Maaf ka udah aku update tapi terus terusan harus di update,maaf ka udah aku update tapi terus terusan harus di update,"['maaf', 'ka', 'udah', 'aku', 'update', 'tapi', 'terus', 'terusan', 'harus', 'di', 'update']"
Mengapa edlink sevima ini gak bisa di download di Android ya ? Gimana caranya biar bisa di download ?,mengapa edlink sevima ini gak bisa di download di android ya  gimana caranya biar bisa di download,"['mengapa', 'edlink', 'sevima', 'ini', 'gak', 'bisa', 'di', 'download', 'di', 'android', 'ya', 'gimana', 'caranya', 'biar', 'bisa', 'di', 'download']"
👍,,[]
Mantap,mantap,['mantap']
"Kenapa saya download lagi gak bisa,, tolong donk kak soalnya msih buat kuliah",kenapa saya download lagi gak bisa tolong donk kak soalnya msih buat kuliah,"['kenapa', 'saya', 'download', 'lagi', 'gak', 'bisa', 'tolong', 'donk', 'kak', 'soalnya', 'msih', 'buat', 'kuliah']"
"Setelah update malah memburuk, gk ada notifikasi masuk ke hp sama sekali. Tolong perbaiki",setelah update malah memburuk gk ada notifikasi masuk ke hp sama sekali tolong perbaiki,"['setelah', 'update', 'malah', 'memburuk', 'gk', 'ada', 'notifikasi', 'masuk', 'ke', 'hp', 'sama', 'sekali', 'tolong', 'perbaiki']"
Sangat membantu dan baik sekali,sangat membantu dan baik sekali,"['sangat', 'membantu', 'dan', 'baik', 'sekali']"
"Izin download file tidak bisa, peeizinan tidak bisa di rubah",izin download file tidak bisa peeizinan tidak bisa di rubah,"['izin', 'download', 'file', 'tidak', 'bisa', 'peeizinan', 'tidak', 'bisa', 'di', 'rubah']"
Kak saya ada masalah diaplikasi edlink susa untuk mengirim file dan file yg ada diedlink susa sihapus itu gimna ya kak,kak saya ada masalah diaplikasi edlink susa untuk mengirim file dan file yg ada diedlink susa sihapus itu gimna ya kak,"['kak', 'saya', 'ada', 'masalah', 'diaplikasi', 'edlink', 'susa', 'untuk', 'mengirim', 'file', 'dan', 'file', 'yg', 'ada', 'diedlink', 'susa', 'sihapus', 'itu', 'gimna', 'ya', 'kak']"
Min kok jadi gini,min kok jadi gini,"['min', 'kok', 'jadi', 'gini']"
ERROR TEROSSSSSS,error terossssss,"['error', 'terossssss']"
"Ka saya mau kirim file dokumen , tapi dokumennya gk bsa di ketemukan itu kenapa ya ? Padahal di dokumen whatsap dokumen lainya udh tersimpan ...",ka saya mau kirim file dokumen  tapi dokumennya gk bsa di ketemukan itu kenapa ya  padahal di dokumen whatsap dokumen lainya udh tersimpan,"['ka', 'saya', 'mau', 'kirim', 'file', 'dokumen', 'tapi', 'dokumennya', 'gk', 'bsa', 'di', 'ketemukan', 'itu', 'kenapa', 'ya', 'padahal', 'di', 'dokumen', 'whatsap', 'dokumen', 'lainya', 'udh', 'tersimpan']"
Mohon maaf KK kenapa saya tidak bisa meng apded edlink apakah jaringan atau sistem TDK baik mohon bantuannya 🙏🙏🙏,mohon maaf kk kenapa saya tidak bisa meng apded edlink apakah jaringan atau sistem tdk baik mohon bantuannya,"['mohon', 'maaf', 'kk', 'kenapa', 'saya', 'tidak', 'bisa', 'meng', 'apded', 'edlink', 'apakah', 'jaringan', 'atau', 'sistem', 'tdk', 'baik', 'mohon', 'bantuannya']"
top,top,['top']
"Hi admin. Mohon perbaikan, setelah upgrade edlink nggak ada pop-up. Jadi sering ketinggalan notifikasi.",hi admin mohon perbaikan setelah upgrade edlink nggak ada popup jadi sering ketinggalan notifikasi,"['hi', 'admin', 'mohon', 'perbaikan', 'setelah', 'upgrade', 'edlink', 'nggak', 'ada', 'popup', 'jadi', 'sering', 'ketinggalan', 'notifikasi']"
Mantap,mantap,['mantap']
"Mohon maaf kepada admin. Kenapa edlinknya error sedari tadi, apa sedang dalam perbaikan untuk update? Tapi, di mohon sebelum jam 8 sudah tidak error lagi, jawaban-jawaban luar biasa untuk dosen dari saya menunggu di sampaikan untuk di baca. Terima kasih",mohon maaf kepada admin kenapa edlinknya error sedari tadi apa sedang dalam perbaikan untuk update tapi di mohon sebelum jam  sudah tidak error lagi jawabanjawaban luar biasa untuk dosen dari saya menunggu di sampaikan untuk di baca terima kasih,"['mohon', 'maaf', 'kepada', 'admin', 'kenapa', 'edlinknya', 'error', 'sedari', 'tadi', 'apa', 'sedang', 'dalam', 'perbaikan', 'untuk', 'update', 'tapi', 'di', 'mohon', 'sebelum', 'jam', 'sudah', 'tidak', 'error', 'lagi', 'jawabanjawaban', 'luar', 'biasa', 'untuk', 'dosen', 'dari', 'saya', 'menunggu', 'di', 'sampaikan', 'untuk', 'di', 'baca', 'terima', 'kasih']"
"suka error,.. lelet",suka error lelet,"['suka', 'error', 'lelet']"
Mohon perbaikan ny nilai saya ambruk. Karena soal2 yg muncul ke edlink. Sama semua ggk ada bedahnya. Setelah konfirmasi Jawab. Baru kembali membaik pertanyaannya. PHP 😭,mohon perbaikan ny nilai saya ambruk karena soal yg muncul ke edlink sama semua ggk ada bedahnya setelah konfirmasi jawab baru kembali membaik pertanyaannya php,"['mohon', 'perbaikan', 'ny', 'nilai', 'saya', 'ambruk', 'karena', 'soal', 'yg', 'muncul', 'ke', 'edlink', 'sama', 'semua', 'ggk', 'ada', 'bedahnya', 'setelah', 'konfirmasi', 'jawab', 'baru', 'kembali', 'membaik', 'pertanyaannya', 'php']"
"Daring mulu pinter kaga gobl*k iya, Bayaran mulu sekolah kaga",daring mulu pinter kaga goblk iya bayaran mulu sekolah kaga,"['daring', 'mulu', 'pinter', 'kaga', 'goblk', 'iya', 'bayaran', 'mulu', 'sekolah', 'kaga']"
Bagus,bagus,['bagus']
"K ada tugas di edlink, terus gurunya minta jawabannya dikirim tapi hanya link nya aja, jdi gimana cara ngirim link nya ? Harus ufload filenya dlu atau gmna, soalnya dari tadi biar dapet link nya gk tau dmna, please jawab, malam ini terakhir",k ada tugas di edlink terus gurunya minta jawabannya dikirim tapi hanya link nya aja jdi gimana cara ngirim link nya  harus ufload filenya dlu atau gmna soalnya dari tadi biar dapet link nya gk tau dmna please jawab malam ini terakhir,"['k', 'ada', 'tugas', 'di', 'edlink', 'terus', 'gurunya', 'minta', 'jawabannya', 'dikirim', 'tapi', 'hanya', 'link', 'nya', 'aja', 'jdi', 'gimana', 'cara', 'ngirim', 'link', 'nya', 'harus', 'ufload', 'filenya', 'dlu', 'atau', 'gmna', 'soalnya', 'dari', 'tadi', 'biar', 'dapet', 'link', 'nya', 'gk', 'tau', 'dmna', 'please', 'jawab', 'malam', 'ini', 'terakhir']"
Gak bisa di bukak,gak bisa di bukak,"['gak', 'bisa', 'di', 'bukak']"
Gabisa di update Makin lama makin parah aja edlink ni,gabisa di update makin lama makin parah aja edlink ni,"['gabisa', 'di', 'update', 'makin', 'lama', 'makin', 'parah', 'aja', 'edlink', 'ni']"
"To kenp beberapa hari ini saya g bisa buka edlink,akhirnya saya ketinggalan dgn peljaran dan tugas kuliah.terimakasih",to kenp beberapa hari ini saya g bisa buka edlinkakhirnya saya ketinggalan dgn peljaran dan tugas kuliahterimakasih,"['to', 'kenp', 'beberapa', 'hari', 'ini', 'saya', 'g', 'bisa', 'buka', 'edlinkakhirnya', 'saya', 'ketinggalan', 'dgn', 'peljaran', 'dan', 'tugas', 'kuliahterimakasih']"
Eror Mulu,eror mulu,"['eror', 'mulu']"
Mantap,mantap,['mantap']
Jelek,jelek,['jelek']
Membosankan menunggu loading jelek sekarang,membosankan menunggu loading jelek sekarang,"['membosankan', 'menunggu', 'loading', 'jelek', 'sekarang']"
Kenapa diupdate ga bisa?,kenapa diupdate ga bisa,"['kenapa', 'diupdate', 'ga', 'bisa']"
Saya mohon tolong aktif kan apilikasi ini,saya mohon tolong aktif kan apilikasi ini,"['saya', 'mohon', 'tolong', 'aktif', 'kan', 'apilikasi', 'ini']"
mantap,mantap,['mantap']
Ok,ok,['ok']
Cacat,cacat,['cacat']
Sangat baik untuk mengetahui Info kampus melalui siakad👍,sangat baik untuk mengetahui info kampus melalui siakad,"['sangat', 'baik', 'untuk', 'mengetahui', 'info', 'kampus', 'melalui', 'siakad']"
Sangat baik yang kurangnya mohon di perbaiki,sangat baik yang kurangnya mohon di perbaiki,"['sangat', 'baik', 'yang', 'kurangnya', 'mohon', 'di', 'perbaiki']"
Menjadi platform PJJ terdepan👍😁,menjadi platform pjj terdepan,"['menjadi', 'platform', 'pjj', 'terdepan']"
Kalo bisa gausah lah di upgrade2 .eror kali ntahapa pun . Abis aplikasi di hp ku loh semua kuhapus gara2 upgrade . Tolong lah yaa .jadikan sekali aja yang bagus gitu semua lengkap di applikasi ni biar gausah upgrade2 . Capek kali loh .belum lagi pas di buka loading,kalo bisa gausah lah di upgrade eror kali ntahapa pun  abis aplikasi di hp ku loh semua kuhapus gara upgrade  tolong lah yaa jadikan sekali aja yang bagus gitu semua lengkap di applikasi ni biar gausah upgrade  capek kali loh belum lagi pas di buka loading,"['kalo', 'bisa', 'gausah', 'lah', 'di', 'upgrade', 'eror', 'kali', 'ntahapa', 'pun', 'abis', 'aplikasi', 'di', 'hp', 'ku', 'loh', 'semua', 'kuhapus', 'gara', 'upgrade', 'tolong', 'lah', 'yaa', 'jadikan', 'sekali', 'aja', 'yang', 'bagus', 'gitu', 'semua', 'lengkap', 'di', 'applikasi', 'ni', 'biar', 'gausah', 'upgrade', 'capek', 'kali', 'loh', 'belum', 'lagi', 'pas', 'di', 'buka', 'loading']"
Gajeb bgt min masak setiap mau buka diperbaharui terus males bgt liat apk nya klo bukan buat pendidikan udah uninstall dari dulu,gajeb bgt min masak setiap mau buka diperbaharui terus males bgt liat apk nya klo bukan buat pendidikan udah uninstall dari dulu,"['gajeb', 'bgt', 'min', 'masak', 'setiap', 'mau', 'buka', 'diperbaharui', 'terus', 'males', 'bgt', 'liat', 'apk', 'nya', 'klo', 'bukan', 'buat', 'pendidikan', 'udah', 'uninstall', 'dari', 'dulu']"
Semakin kurang baik dan Eror terus kadang bisa kadang enggak.pas dadline mepet eh EROR.,semakin kurang baik dan eror terus kadang bisa kadang enggakpas dadline mepet eh eror,"['semakin', 'kurang', 'baik', 'dan', 'eror', 'terus', 'kadang', 'bisa', 'kadang', 'enggakpas', 'dadline', 'mepet', 'eh', 'eror']"
